,Country,Original Station Number,Original Station Name,Path to original data,Latitude,Longitude,Elevation,Number of records,Percent missing data,Original Timestep,Original Units,Daylight Saving info,No data value,Resolution,Other,height,height units,file,header_lines,units,ID,Start,End,timezone,timestep,utc_offset,Inferred_timezone,End_time,Start_time
AU_29041,Australia,29041,NORMANTON POST OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor29041_999999998752738.txt,-17.6706,141.0672,8.4m,300922,7.69,5min,mm,NA,-999.0,0.0, Changed LST,8.4,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_29041.txt,21,mm,AU_29041,1964100315,1999020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,1999-01-31 14:00:00+00:00,1964-10-03 05:00:00+00:00
AU_22816,Australia,22816,PARNDANA (ALLANDALE),B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor22816_999999998752775.txt,-35.7734,137.033,232m,252208,3.15,5min,mm,NA,-999.0,0.0, Changed LST,232.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_22816.txt,21,mm,AU_22816,1973022209,2001120100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,2001-11-30 14:30:00+00:00,1973-02-21 23:30:00+00:00
AU_39334,Australia,39334,HAZELDEAN,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor39334_999999998752738.txt,-24.0213,150.9603,66m,177699,8.65,5min,mm,NA,-999.0,0.0, Changed LST,66.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_39334.txt,21,mm,AU_39334,1994112122,2015030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-02-28 14:00:00+00:00,1994-11-21 12:00:00+00:00
AU_4000,Australia,4000,ABYDOS,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor4000_999999998752773.txt,-21.4167,118.9333,226m,37434,32.22,5min,mm,NA,-999.0,0.01, Changed LST,226.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_4000.txt,21,mm,AU_4000,1963112307,1968030100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,1968-02-29 16:00:00+00:00,1963-11-22 23:00:00+00:00
AU_72116,Australia,72116,JAGUNGAL SMHEA,B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor72116_999999998752763.txt,-36.1333,148.3833,1639.8m,135324,7.39,5min,mm,NA,-999.0,0.0, Changed LST,1639.8,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_72116.txt,21,mm,AU_72116,1959052513,1974110100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,1974-10-31 14:00:00+00:00,1959-05-25 03:00:00+00:00
AU_80015,Australia,80015,ECHUCA AERODROME,B:/INTENSE data/Original data/Australia/RI_5min_VIC.zip/outputFor80015_999999998752770.txt,-36.1647,144.7642,96m,61619,21.97,5min,mm,NA,-999.0,0.2, Changed LST,96.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_80015.txt,21,mm,AU_80015,2008082014,2015090100,Local Standard Time,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-31 14:00:00+00:00,2008-08-20 04:00:00+00:00
AU_10311,Australia,10311,YORK,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor10311_999999998752773.txt,-31.8997,116.765,179m,72610,25.65,5min,mm,NA,-999.0,0.0, Changed LST,179.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_10311.txt,21,mm,AU_10311,2000011815,2008050100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2008-04-30 16:00:00+00:00,2000-01-18 07:00:00+00:00
AU_14125,Australia,14125,DS15,B:/INTENSE data/Original data/Australia/RI_5min_NT.zip/outputFor14125_999999998752779.txt,-12.5976,131.2767,20m,6541,10.14,5min,mm,NA,-999.0,0.2, Changed LST,20.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_14125.txt,21,mm,AU_14125,2006110112,2007080100,Local Standard Time,1hr,0 days 09:30:00,Australia/Darwin,2007-07-31 14:30:00+00:00,2006-11-01 02:30:00+00:00
AU_87107,Australia,87107,POINT COOK RAAF ACADEMY,B:/INTENSE data/Original data/Australia/RI_5min_VIC.zip/outputFor87107_999999998752770.txt,-37.9333,144.75,2.4m,97540,7.82,5min,mm,NA,-999.0,0.0, Changed LST,2.4,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_87107.txt,21,mm,AU_87107,1965041521,1976060100,Local Standard Time,1hr,0 days 10:00:00,Australia/Melbourne,1976-05-31 14:00:00+00:00,1965-04-15 11:00:00+00:00
AU_83067,Australia,83067,BRIGHT,B:/INTENSE data/Original data/Australia/RI_5min_VIC.zip/outputFor83067_999999998752770.txt,-36.7313,146.9614,319m,224602,19.13,5min,mm,NA,-999.0,0.0, Changed LST,319.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_83067.txt,21,mm,AU_83067,1969061815,1995020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Melbourne,1995-01-31 14:00:00+00:00,1969-06-18 05:00:00+00:00
AU_17126,Australia,17126,MARREE AERO,B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor17126_999999998752775.txt,-29.6587,138.0684,50m,131505,3.48,5min,mm,NA,-999.0,0.01, Changed LST,50.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_17126.txt,21,mm,AU_17126,2000053016,2015060100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,2015-05-31 14:30:00+00:00,2000-05-30 06:30:00+00:00
AU_11004,Australia,11004,FORREST AERO,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor11004_999999998752773.txt,-30.8389,128.1139,156m,300183,6.84,5min,mm,NA,-999.0,0.0, Changed LST,156.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_11004.txt,21,mm,AU_11004,1961010110,1995040100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,1995-03-31 16:00:00+00:00,1961-01-01 02:00:00+00:00
AU_9268,Australia,9268,JULIMAR FOREST,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor9268_999999998752773.txt,-31.4566,116.3701,342m,5484,2.86,5min,mm,NA,-999.0,0.2, Changed LST,342.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_9268.txt,21,mm,AU_9268,2007111513,2008070100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2008-06-30 16:00:00+00:00,2007-11-15 05:00:00+00:00
AU_2030,Australia,2030,YULMBU,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor2030_999999998752773.txt,-17.2986,126.9158,450m,121234,22.52,5min,mm,NA,-999.0,0.01, Changed LST,450.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_2030.txt,21,mm,AU_2030,1998070215,2012050100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2012-04-30 16:00:00+00:00,1998-07-02 07:00:00+00:00
AU_40584,Australia,40584,HINZE DAM,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40584_999999998752738.txt,-28.0481,153.2875,110.7m,355233,7.92,5min,mm,NA,-999.0,0.0, Changed LST,110.7,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40584.txt,21,mm,AU_40584,1974092116,2015040100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-03-31 14:00:00+00:00,1974-09-21 06:00:00+00:00
AU_41090,Australia,41090,DARR CREEK AL,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor41090_999999998752738.txt,-26.5392,151.1347,393m,19652,35.13,5min,mm,NA,-999.0,0.06, Changed LST,393.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_41090.txt,21,mm,AU_41090,1998080505,2000110100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2000-10-31 14:00:00+00:00,1998-08-04 19:00:00+00:00
AU_68102,Australia,68102,BOWRAL (PARRY DRIVE),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor68102_999999998752763.txt,-34.4869,150.4019,690m,195668,10.98,5min,mm,NA,-999.0,0.0, Changed LST,690.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_68102.txt,21,mm,AU_68102,1992120405,2015040100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-03-31 14:00:00+00:00,1992-12-03 19:00:00+00:00
AU_34099,Australia,34099,MT FLORA,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor34099_999999998752738.txt,-21.8948,148.6034,180m,115909,7.3,5min,mm,NA,-999.0,0.0, Changed LST,180.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_34099.txt,21,mm,AU_34099,1998071112,2011100100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2011-09-30 14:00:00+00:00,1998-07-11 02:00:00+00:00
AU_81123,Australia,81123,BENDIGO AIRPORT,B:/INTENSE data/Original data/Australia/RI_5min_VIC.zip/outputFor81123_999999998752770.txt,-36.7395,144.3266,208m,199448,7.2,5min,mm,NA,-999.0,0.0, Changed LST,208.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_81123.txt,21,mm,AU_81123,1992092817,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Melbourne,2015-06-30 14:00:00+00:00,1992-09-28 07:00:00+00:00
AU_17005,Australia,17005,LEIGH CREEK AERO,B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor17005_999999998752775.txt,-30.4667,138.4075,194m,48216,1.13,5min,mm,NA,-999.0,0.01, Changed LST,194.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_17005.txt,21,mm,AU_17005,2000060101,2005120100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,2005-11-30 14:30:00+00:00,2000-05-31 15:30:00+00:00
AU_41060,Australia,41060,LEYBURN,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor41060_999999998752738.txt,-28.0092,151.5861,366m,330960,21.06,5min,mm,NA,-999.0,0.0, Changed LST,366.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_41060.txt,21,mm,AU_41060,1959030101,1996120100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,1996-11-30 14:00:00+00:00,1959-02-28 15:00:00+00:00
AU_17107,Australia,17107,LEIGH CREEK SOUTH,B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor17107_999999998752775.txt,-30.5925,138.4053,250m,139615,9.8,5min,mm,NA,-999.0,0.0, Changed LST,250.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_17107.txt,21,mm,AU_17107,1972092718,1988090100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,1988-08-31 14:30:00+00:00,1972-09-27 08:30:00+00:00
AU_43020,Australia,43020,MITCHELL POST OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor43020_999999998752738.txt,-26.4888,147.9777,336.5m,451603,11.82,5min,mm,NA,-999.0,0.0, Changed LST,336.5,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_43020.txt,21,mm,AU_43020,1963082406,2015030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-02-28 14:00:00+00:00,1963-08-23 20:00:00+00:00
AU_1012,Australia,1012,MITCHELL PLATEAU,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor1012_999999998752773.txt,-14.7925,125.8258,315m,288389,48.92,5min,mm,NA,-999.0,0.0, Changed LST,315.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_1012.txt,21,mm,AU_1012,1969110620,2002100100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2002-09-30 16:00:00+00:00,1969-11-06 12:00:00+00:00
AU_9971,Australia,9971,ACTON PARK,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor9971_999999998752773.txt,-33.7844,115.4075,120m,114538,3.48,5min,mm,NA,-999.0,0.0, Changed LST,120.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_9971.txt,21,mm,AU_9971,1998070715,2011080100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2011-07-31 16:00:00+00:00,1998-07-07 07:00:00+00:00
AU_8307,Australia,8307,COOLANGATTA ALERT,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor8307_999999998752773.txt,-28.89,115.4397,260m,89266,0.18,5min,mm,NA,-999.0,0.01, Changed LST,260.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_8307.txt,21,mm,AU_8307,2002072615,2012100100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2012-09-30 16:00:00+00:00,2002-07-26 07:00:00+00:00
AU_31209,Australia,31209,COOKTOWN AIRPORT,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor31209_999999998752738.txt,-15.4461,145.1861,4.8m,108816,27.84,5min,mm,NA,-999.0,0.0, Changed LST,4.8,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_31209.txt,21,mm,AU_31209,2002100101,2015030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-02-28 14:00:00+00:00,2002-09-30 15:00:00+00:00
AU_40469,Australia,40469,MARODIAN HOMESTEAD,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40469_999999998752738.txt,-25.8694,152.3172,77m,376421,14.06,5min,mm,NA,-999.0,0.0, Changed LST,77.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40469.txt,21,mm,AU_40469,1972032120,2015030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-02-28 14:00:00+00:00,1972-03-21 10:00:00+00:00
AU_56221,Australia,56221,DUMARESQ (KIEWA),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor56221_999999998752763.txt,-30.4833,151.5833,914m,23010,35.5,5min,mm,NA,-999.0,0.01, Changed LST,914.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_56221.txt,21,mm,AU_56221,1978011607,1980090100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,1980-08-31 14:00:00+00:00,1978-01-15 21:00:00+00:00
AU_33314,Australia,33314,BRAMPTON VALE TM,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor33314_999999998752738.txt,-22.7611,150.6089,80m,20237,4.58,5min,mm,NA,-999.0,0.02, Changed LST,80.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_33314.txt,21,mm,AU_33314,1998071120,2000110100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2000-10-31 14:00:00+00:00,1998-07-11 10:00:00+00:00
AU_72159,Australia,72159,ADELONG (KATHVALE),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor72159_999999998752763.txt,-35.3205,147.9419,325m,194920,23.49,5min,mm,NA,-999.0,0.0, Changed LST,325.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_72159.txt,21,mm,AU_72159,1993010409,2015040100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-03-31 14:00:00+00:00,1993-01-03 23:00:00+00:00
AU_6011,Australia,6011,CARNARVON AIRPORT,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor6011_999999998752773.txt,-24.8878,113.67,4m,521511,9.4,5min,mm,NA,-999.0,0.0, Changed LST,4.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_6011.txt,21,mm,AU_6011,1956030410,2015090100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2015-08-31 16:00:00+00:00,1956-03-04 02:00:00+00:00
AU_17110,Australia,17110,LEIGH CREEK AIRPORT,B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor17110_999999998752775.txt,-30.5963,138.4219,258.8m,83381,6.73,5min,mm,NA,-999.0,0.02, Changed LST,258.8,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_17110.txt,21,mm,AU_17110,2005112520,2015060100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,2015-05-31 14:30:00+00:00,2005-11-25 10:30:00+00:00
AU_14299,Australia,14299,NGUKURR AIRPORT,B:/INTENSE data/Original data/Australia/RI_5min_NT.zip/outputFor14299_999999998752779.txt,-14.7236,134.7456,14.5m,17003,25.35,5min,mm,NA,-999.0,0.2, Changed LST,14.5,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_14299.txt,21,mm,AU_14299,2012062214,2014060100,Local Standard Time,1hr,0 days 09:30:00,Australia/Darwin,2014-05-31 14:30:00+00:00,2012-06-22 04:30:00+00:00
AU_14042,Australia,14042,OENPELLI,B:/INTENSE data/Original data/Australia/RI_5min_NT.zip/outputFor14042_999999998752779.txt,-12.3236,133.0579,6.7m,158520,24.12,5min,mm,NA,-999.0,0.0, Changed LST,6.7,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_14042.txt,21,mm,AU_14042,1996100101,2014110100,Local Standard Time,1hr,0 days 09:30:00,Australia/Darwin,2014-10-31 14:30:00+00:00,1996-09-30 15:30:00+00:00
AU_40428,Australia,40428,BRIAN PASTURES,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40428_999999998752738.txt,-25.655,151.745,131m,173004,11.27,5min,mm,NA,-999.0,0.0, Changed LST,131.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40428.txt,21,mm,AU_40428,1995070613,2015040100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-03-31 14:00:00+00:00,1995-07-06 03:00:00+00:00
AU_40013,Australia,40013,BAUPLE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40013_999999998752738.txt,-25.8158,152.6233,71m,5132,3.9,5min,mm,NA,-999.0,0.01, Changed LST,71.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40013.txt,21,mm,AU_40013,1972060105,1973010100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,1972-12-31 14:00:00+00:00,1972-05-31 19:00:00+00:00
AU_79079,Australia,79079,TOTTINGTON,B:/INTENSE data/Original data/Australia/RI_5min_VIC.zip/outputFor79079_999999998752770.txt,-36.7913,143.1207,228.6m,373136,10.09,5min,mm,NA,-999.0,0.0, Changed LST,228.6,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_79079.txt,21,mm,AU_79079,1973020517,2015090100,Local Standard Time,1hr,0 days 10:00:00,Australia/Melbourne,2015-08-31 14:00:00+00:00,1973-02-05 07:00:00+00:00
AU_200842,Australia,200842,THE GROTTO,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor200842_999999998752773.txt,-10.4183,105.7022,20m,81736,16.57,5min,mm,NA,-999.0,0.01, Changed LST,20.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_200842.txt,21,mm,AU_200842,1997010209,2006050100,Local Standard Time,1hr,0 days 07:00:00,Indian/Christmas,2006-04-30 17:00:00+00:00,1997-01-02 02:00:00+00:00
AU_2073,Australia,2073,MARGARET RIVER AIRSTRIP,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor2073_999999998752773.txt,-18.6219,126.8831,270m,48654,48.38,5min,mm,NA,-999.0,0.2, Changed LST,270.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_2073.txt,21,mm,AU_2073,2006101219,2012050100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2012-04-30 16:00:00+00:00,2006-10-12 11:00:00+00:00
AU_2020,Australia,2020,MOOLA BULLA,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor2020_999999998752773.txt,-18.1894,127.5011,430m,122069,19.34,5min,mm,NA,-999.0,0.01, Changed LST,430.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_2020.txt,21,mm,AU_2020,1997072720,2011070100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2011-06-30 16:00:00+00:00,1997-07-27 12:00:00+00:00
AU_86325,Australia,86325,LATROBE RIVER (RECORDER NO 3),B:/INTENSE data/Original data/Australia/RI_5min_VIC.zip/outputFor86325_999999998752770.txt,-37.9167,145.85,814m,67202,52.22,5min,mm,NA,-999.0,0.0, Changed LST,814.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_86325.txt,21,mm,AU_86325,1973050223,1981010100,Local Standard Time,1hr,0 days 10:00:00,Australia/Melbourne,1980-12-31 14:00:00+00:00,1973-05-02 13:00:00+00:00
AU_91168,Australia,91168,GOWRIE PARK,B:/INTENSE data/Original data/Australia/RI_5min_TAS-ANT.zip/outputFor91168_999999998752777.txt,-41.4706,146.2147,284m,59216,52.05,5min,mm,NA,-999.0,0.0, Changed LST,284.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_91168.txt,21,mm,AU_91168,2001082917,2008060100,Local Standard Time,1hr,0 days 10:00:00,Australia/Hobart,2008-05-31 14:00:00+00:00,2001-08-29 07:00:00+00:00
AU_27073,Australia,27073,COEN AIRPORT,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor27073_999999998752738.txt,-13.7606,143.1183,159.3m,110328,13.77,5min,mm,NA,-999.0,0.0, Changed LST,159.3,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_27073.txt,21,mm,AU_27073,2002050101,2014120100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2014-11-30 14:00:00+00:00,2002-04-30 15:00:00+00:00
AU_16067,Australia,16067,MOUNT IVE,B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor16067_999999998752775.txt,-32.4398,136.0671,177m,9923,0.45,5min,mm,NA,-999.0,0.2, Changed LST,177.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_16067.txt,21,mm,AU_16067,2014031314,2015050100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,2015-04-30 14:30:00+00:00,2014-03-13 04:30:00+00:00
AU_18106,Australia,18106,NULLARBOR,B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor18106_999999998752775.txt,-31.4492,130.8976,64m,110280,11.57,5min,mm,NA,-999.0,0.0, Changed LST,64.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_18106.txt,21,mm,AU_18106,2001120101,2014070100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,2014-06-30 14:30:00+00:00,2001-11-30 15:30:00+00:00
AU_40537,Australia,40537,DUNWICH,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40537_999999998752738.txt,-27.4973,153.4078,17m,274080,23.95,5min,mm,NA,-999.0,0.0, Changed LST,17.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40537.txt,21,mm,AU_40537,1984012401,2015050100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-04-30 14:00:00+00:00,1984-01-23 15:00:00+00:00
AU_93006,Australia,93006,ROSS (ELLINTHORP),B:/INTENSE data/Original data/Australia/RI_5min_TAS-ANT.zip/outputFor93006_999999998752777.txt,-42.0283,147.33,220m,61316,31.26,5min,mm,NA,-999.0,0.0, Changed LST,220.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_93006.txt,21,mm,AU_93006,1957080305,1964080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Hobart,1964-07-31 14:00:00+00:00,1957-08-02 19:00:00+00:00
AU_30124,Australia,30124,GEORGETOWN AIRPORT,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor30124_999999998752738.txt,-18.3039,143.5306,301.8m,68432,38.82,5min,mm,NA,-999.0,0.2, Changed LST,301.8,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_30124.txt,21,mm,AU_30124,2007101017,2015080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-07-31 14:00:00+00:00,2007-10-10 07:00:00+00:00
AU_12046,Australia,12046,LEONORA,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor12046_999999998752773.txt,-28.8878,121.3295,376m,450797,15.37,5min,mm,NA,-999.0,0.0, Changed LST,376.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_12046.txt,21,mm,AU_12046,1963022620,2014080100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2014-07-31 16:00:00+00:00,1963-02-26 12:00:00+00:00
AU_31046,Australia,31046,MT GARNET POST OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor31046_999999998752738.txt,-17.677,145.115,658m,371598,17.87,5min,mm,NA,-999.0,0.0, Changed LST,658.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_31046.txt,21,mm,AU_31046,1972110819,2015040100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-03-31 14:00:00+00:00,1972-11-08 09:00:00+00:00
AU_9989,Australia,9989,THOMSON BROOK,B:/INTENSE data/Original data/Australia/RI_5min_WA.zip/outputFor9989_999999998752773.txt,-33.6458,115.9553,260m,71592,11.15,5min,mm,NA,-999.0,0.0, Changed LST,260.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_9989.txt,21,mm,AU_9989,2003060101,2011080100,Local Standard Time,1hr,0 days 08:00:00,Australia/Perth,2011-07-31 16:00:00+00:00,2003-05-31 17:00:00+00:00
AU_14825,Australia,14825,VICTORIA RIVER DOWNS,B:/INTENSE data/Original data/Australia/RI_5min_NT.zip/outputFor14825_999999998752779.txt,-16.403,131.0145,88.5m,62673,26.87,5min,mm,NA,-999.0,0.2, Changed LST,88.5,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_14825.txt,21,mm,AU_14825,2008020516,2015040100,Local Standard Time,1hr,0 days 09:30:00,Australia/Darwin,2015-03-31 14:30:00+00:00,2008-02-05 06:30:00+00:00
AU_18181,Australia,18181,PORT LINCOLN (TOD RIVER),B:/INTENSE data/Original data/Australia/RI_5min_SA.zip/outputFor18181_999999998752775.txt,-34.4906,135.8511,95m,185661,7.45,5min,mm,NA,-999.0,0.0, Changed LST,95.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_18181.txt,21,mm,AU_18181,1973012504,1994040100,Local Standard Time,1hr,0 days 09:30:00,Australia/Adelaide,1994-03-31 14:30:00+00:00,1973-01-24 18:30:00+00:00
